ZoneConstructible ;0.0 ; 0.0 ; 100.0 ; 100.0
Point ; 0 ; 500.0 ; 500.0 ; 0.0 ; 0.0 ; 0.0
Point ; 1 ; 100.0 ; 100.0 ; 0.0 ; 0.0 ; 0.0
Point ; 2 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Point ; 3 ; 300.0 ; 250.0 ; 0.0 ; 0.0 ; 0.0
Point ; 4 ; 10.0 ; 10.0 ; 0.0 ; 0.0 ; 0.0
Point ; 0 ; 400.0 ; 213.59999999999997 ; 0.5 ; 0.05288461595773697 ; 0.20765532553195953
Point ; 0 ; 546.4 ; 240.0 ; 0.5 ; 0.05288461595773697 ; 0.20765532553195953
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 1.0 ; 0.0 ; 1.0
Segment ; 0  ; 0 ; 0 ; 0.5 ; 0.05288461595773697 ; 0.20765532553195953
Segment ; 0  ; 0 ; 0 ; 0.5 ; 0.05288461595773697 ; 0.20765532553195953
Segment ; 0  ; 0 ; 0 ; 0.5 ; 0.05288461595773697 ; 0.20765532553195953
Segment ; 0  ; 0 ; 0 ; 0.5 ; 0.05288461595773697 ; 0.20765532553195953
Segment ; 0  ; 0 ; 0 ; 0.5 ; 0.05288461595773697 ; 0.20765532553195953
Segment ; 0  ; 0 ; 0 ; 0.5 ; 0.05288461595773697 ; 0.20765532553195953
FIN
